0.4407,0.305,0.2543
0.7093,0.1948,0.0959
0.6368,0.2289,0.1343
0.4482,0.288,0.2637
0.7619,0.1328,0.1053
0.6821,0.1737,0.1442
0.4934,0.2661,0.2406
0.6391,0.2094,0.1515
0.5896,0.2548,0.1556
0.4279,0.2936,0.2785
0.6707,0.1869,0.1424
0.6038,0.2058,0.1904
0.4067,0.3434,0.2499
0.7228,0.1606,0.1166
0.6208,0.2074,0.1719
0.4434,0.2896,0.267
0.9797,0.013,0.0073
0.9545,0.0274,0.0181
0.8683,0.073,0.0587
0.8157,0.0998,0.0845
0.7215,0.149,0.1294
0.5538,0.2391,0.2072
0.5167,0.2589,0.2244
0.4733,0.2819,0.2448
0.4226,0.3083,0.2691
0.3701,0.3326,0.2973
0.5133,0.4791,0.0076
0.5594,0.3997,0.0409
0.5797,0.2802,0.14
0.5948,0.2197,0.1855
0.4652,0.4252,0.1096
0.499,0.3034,0.1976
0.5013,0.2883,0.2105
0.4257,0.3581,0.2161
0.4174,0.3148,0.2677
0.3602,0.3245,0.3153
0.5376,0.4469,0.0155
0.4792,0.3567,0.164
0.5831,0.405,0.012
0.4276,0.3816,0.1909
0.4976,0.4392,0.0632
0.5356,0.4325,0.0319
0.4503,0.3291,0.2207
0.512,0.272,0.216
0.4564,0.3743,0.1693
0.4833,0.2747,0.242
0.4658,0.3744,0.1598
0.4852,0.4352,0.0796
0.6512,0.184,0.1648
0.6612,0.1906,0.1482
0.7712,0.1477,0.0811
0.5583,0.2901,0.1516
0.482,0.3439,0.1741
0.5099,0.4306,0.0596
0.502,0.3826,0.1154
0.4799,0.4155,0.1046
0.6319,0.2835,0.0846
0.6855,0.2527,0.0617
0.5736,0.3327,0.0938
0.5068,0.3665,0.1267
0.3578,0.3544,0.2878
0.3571,0.3434,0.2995
0.5234,0.3005,0.1762
0.6085,0.2686,0.1229
0.7032,0.2545,0.0422
0.5998,0.3425,0.0577
0.5482,0.2953,0.1564
0.4973,0.3347,0.168
0.4724,0.3642,0.1633
